original_SR Number,original_Address,original_RequestDate,original_Field 4,original_Num Trees,original_House Number,original_Street,original_City,original_State,original_Full Address,lat,lon,formatted,name,housenumber,street,postcode,district,suburb,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
SR24-00620523,3021 S Bonfield St,4/5/2024," 12:04:13 PM",1,3021," S Bonfield St",Chicago,IL,"3021  S Bonfield St, Chicago , IL",41.83996885,-87.65392138524132,"3021 South Bonfield Street, Chicago, IL 60608, United States of America",,3021,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620525,3017 S Bonfield St,4/5/2024," 12:04:30 PM",1,3017," S Bonfield St",Chicago,IL,"3017  S Bonfield St, Chicago , IL",41.8400337,-87.6539830332116,"3017 South Bonfield Street, Chicago, IL 60608, United States of America",,3017,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620526,3015 S Bonfield St,4/5/2024," 12:04:46 PM",1,3015," S Bonfield St",Chicago,IL,"3015  S Bonfield St, Chicago , IL",41.8401074,-87.65403882144822,"3015 South Bonfield Street, Chicago, IL 60608, United States of America",,3015,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620531,2963 S Lyman St,4/5/2024," 12:05:03 PM",3,2963," S Lyman St",Chicago,IL,"2963  S Lyman St, Chicago , IL",41.84027495,-87.65429212951759,"2963 South Lyman Street, Chicago, IL 60608, United States of America",,2963,South Lyman Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620534,2949 S Lyman St,4/5/2024," 12:05:20 PM",1,2949," S Lyman St",Chicago,IL,"2949  S Lyman St, Chicago , IL",41.8404867,-87.65390151034116,"2949 South Lyman Street, Chicago, IL 60608, United States of America",,2949,South Lyman Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620537,2945 S Lyman St,4/5/2024," 12:05:37 PM",1,2945," S Lyman St",Chicago,IL,"2945  S Lyman St, Chicago , IL",41.840572550000005,-87.65369377965843,"2945 South Lyman Street, Chicago, IL 60608, United States of America",,2945,South Lyman Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620538,2937 S Lyman St,4/5/2024," 12:05:53 PM",1,2937," S Lyman St",Chicago,IL,"2937  S Lyman St, Chicago , IL",41.84066625,-87.65345285373135,"2937 South Lyman Street, Chicago, IL 60608, United States of America",,2937,South Lyman Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620541,2933 S Lyman St,4/5/2024," 12:06:10 PM",1,2933," S Lyman St",Chicago,IL,"2933  S Lyman St, Chicago , IL",41.840836499999995,-87.653434,"2933 South Lyman Street, Chicago, IL 60608, United States of America",,2933,South Lyman Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620544,2928 S Lyman St,4/5/2024," 12:06:25 PM",1,2928," S Lyman St",Chicago,IL,"2928  S Lyman St, Chicago , IL",41.8410759,-87.65353294316246,"2928 South Lyman Street, Chicago, IL 60608, United States of America",,2928,South Lyman Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620549,2921 S Lyman St,4/5/2024," 12:06:40 PM",1,2921," S Lyman St",Chicago,IL,"2921  S Lyman St, Chicago , IL",41.841026166666666,-87.65304066666667,"2921 South Lyman Street, Chicago, IL 60608, United States of America",,2921,South Lyman Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620552,2917 S Lyman St,4/5/2024," 12:06:55 PM",1,2917," S Lyman St",Chicago,IL,"2917  S Lyman St, Chicago , IL",41.84095575,-87.65290693920426,"2917 South Lyman Street, Chicago, IL 60608, United States of America",,2917,South Lyman Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620554,2913 S Lyman St,4/5/2024," 12:07:11 PM",1,2913," S Lyman St",Chicago,IL,"2913  S Lyman St, Chicago , IL",41.8410473,-87.6527563687576,"2913 South Lyman Street, Chicago, IL 60608, United States of America",,2913,South Lyman Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620557,2930 S Lyman St,4/5/2024," 12:07:26 PM",1,2930," S Lyman St",Chicago,IL,"2930  S Lyman St, Chicago , IL",41.84104705,-87.6536454,"2930 South Lyman Street, Chicago, IL 60608, United States of America",,2930,South Lyman Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620558,2948 S Lyman St,4/5/2024," 12:07:42 PM",1,2948," S Lyman St",Chicago,IL,"2948  S Lyman St, Chicago , IL",41.8407859,-87.65414855507996,"2948 South Lyman Street, Chicago, IL 60608, United States of America",,2948,South Lyman Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620565,2968 S Bonfield St,4/5/2024," 12:07:59 PM",1,2968," S Bonfield St",Chicago,IL,"2968  S Bonfield St, Chicago , IL",41.84066915,-87.65506011148126,"2968 South Bonfield Street, Chicago, IL 60608, United States of America",,2968,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620567,2971 S Bonfield St,4/5/2024," 12:08:15 PM",1,2971," S Bonfield St",Chicago,IL,"2971  S Bonfield St, Chicago , IL",41.8408374,-87.65462754474142,"2971 South Bonfield Street, Chicago, IL 60608, United States of America",,2971,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620570,2969 S Bonfield St,4/5/2024," 12:08:32 PM",1,2969," S Bonfield St",Chicago,IL,"2969  S Bonfield St, Chicago , IL",41.840894649999996,-87.65467019125,"2969 South Bonfield Street, Chicago, IL 60608, United States of America",,2969,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00620575,2967 S Bonfield St,4/5/2024," 12:08:48 PM",1,2967," S Bonfield St",Chicago,IL,"2967  S Bonfield St, Chicago , IL",41.840940950000004,-87.65474513356602,"2967 South Bonfield Street, Chicago, IL 60608, United States of America",,2967,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621375,2966 S Bonfield St,4/5/2024," 1:28:18 PM",1,2966," S Bonfield St",Chicago,IL,"2966  S Bonfield St, Chicago , IL",41.84072315,-87.65513799139887,"2966 South Bonfield Street, Chicago, IL 60608, United States of America",,2966,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621379,2963 S Bonfield St,4/5/2024," 1:28:40 PM",1,2963," S Bonfield St",Chicago,IL,"2963  S Bonfield St, Chicago , IL",41.84097023529412,-87.65492111764706,"2963 South Bonfield Street, Chicago, IL 60608, United States of America",,2963,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621384,2959 S Bonfield St,4/5/2024," 1:29:03 PM",1,2959," S Bonfield St",Chicago,IL,"2959  S Bonfield St, Chicago , IL",41.8411127,-87.65488595158095,"2959 South Bonfield Street, Chicago, IL 60608, United States of America",,2959,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621390,2961 S Bonfield St,4/5/2024," 1:29:25 PM",1,2961," S Bonfield St",Chicago,IL,"2961  S Bonfield St, Chicago , IL",41.8409909,-87.65479723910504,"2961 South Bonfield Street, Chicago, IL 60608, United States of America",,2961,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621398,2953 S Bonfield St,4/5/2024," 1:29:48 PM",1,2953," S Bonfield St",Chicago,IL,"2953  S Bonfield St, Chicago , IL",41.84122375,-87.65498743311858,"2953 South Bonfield Street, Chicago, IL 60608, United States of America",,2953,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621401,2955 S Bonfield St,4/5/2024," 1:30:10 PM",1,2955," S Bonfield St",Chicago,IL,"2955  S Bonfield St, Chicago , IL",41.841107882352944,-87.65503994117647,"2955 South Bonfield Street, Chicago, IL 60608, United States of America",,2955,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621404,2945 S Bonfield St,4/5/2024," 1:30:32 PM",1,2945," S Bonfield St",Chicago,IL,"2945  S Bonfield St, Chicago , IL",41.8413799,-87.65516615682354,"2945 South Bonfield Street, Chicago, IL 60608, United States of America",,2945,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621407,2943 S Bonfield St,4/5/2024," 1:30:54 PM",1,2943," S Bonfield St",Chicago,IL,"2943  S Bonfield St, Chicago , IL",41.841453349999995,-87.65517570849173,"2943 South Bonfield Street, Chicago, IL 60608, United States of America",,2943,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621409,2941 S Bonfield St,4/5/2024," 1:31:16 PM",1,2941," S Bonfield St",Chicago,IL,"2941  S Bonfield St, Chicago , IL",41.8414936,-87.6552634765934,"2941 South Bonfield Street, Chicago, IL 60608, United States of America",,2941,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621414,2935 S Bonfield St,4/5/2024," 1:31:38 PM",1,2935," S Bonfield St",Chicago,IL,"2935  S Bonfield St, Chicago , IL",41.84162585,-87.6553450428539,"2935 South Bonfield Street, Chicago, IL 60608, United States of America",,2935,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621420,2931 S Bonfield St,4/5/2024," 1:32:00 PM",1,2931," S Bonfield St",Chicago,IL,"2931  S Bonfield St, Chicago , IL",41.8417329,-87.65546407656785,"2931 South Bonfield Street, Chicago, IL 60608, United States of America",,2931,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621422,2929 S Bonfield St,4/5/2024," 1:32:22 PM",1,2929," S Bonfield St",Chicago,IL,"2929  S Bonfield St, Chicago , IL",41.8418857,-87.65531897805229,"2929 South Bonfield Street, Chicago, IL 60608, United States of America",,2929,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621426,2925 S Bonfield St,4/5/2024," 1:32:44 PM",1,2925," S Bonfield St",Chicago,IL,"2925  S Bonfield St, Chicago , IL",41.8418501,-87.65556679341323,"2925 South Bonfield Street, Chicago, IL 60608, United States of America",,2925,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621428,2923 S Bonfield St,4/5/2024," 1:33:06 PM",1,2923," S Bonfield St",Chicago,IL,"2923  S Bonfield St, Chicago , IL",41.8419094,-87.65560885,"2923 South Bonfield Street, Chicago, IL 60608, United States of America",,2923,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621434,2921 S Bonfield St,4/5/2024," 1:33:28 PM",1,2921," S Bonfield St",Chicago,IL,"2921  S Bonfield St, Chicago , IL",41.8419741,-87.65564236586971,"2921 South Bonfield Street, Chicago, IL 60608, United States of America",,2921,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621437,2917 S Bonfield St,4/5/2024," 1:33:51 PM",1,2917," S Bonfield St",Chicago,IL,"2917  S Bonfield St, Chicago , IL",41.8420435,-87.6556687451002,"2917 South Bonfield Street, Chicago, IL 60608, United States of America",,2917,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621444,2915 S Bonfield St,4/5/2024," 1:34:13 PM",1,2915," S Bonfield St",Chicago,IL,"2915  S Bonfield St, Chicago , IL",41.8420973,-87.65571699177907,"2915 South Bonfield Street, Chicago, IL 60608, United States of America",,2915,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621448,2913 S Bonfield St,4/5/2024," 1:34:35 PM",1,2913," S Bonfield St",Chicago,IL,"2913  S Bonfield St, Chicago , IL",41.8421299,-87.65584027751677,"2913 South Bonfield Street, Chicago, IL 60608, United States of America",,2913,South Bonfield Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621787,2881 S Archer Ave,4/5/2024," 2:04:30 PM",3,2881," S Archer Ave",Chicago,IL,"2881  S Archer Ave, Chicago , IL",41.84192905,-87.65684788963603,"2881 South Archer Avenue, Chicago, IL 60608, United States of America",,2881,South Archer Avenue,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621789,2909 S Elias Ct,4/5/2024," 2:04:44 PM",1,2909," S Elias Ct",Chicago,IL,"2909  S Elias Ct, Chicago , IL",41.84179415,-87.65673668923412,"2909 South Elias Court, Chicago, IL 60608, United States of America",,2909,South Elias Court,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621794,2919 S Elias Ct,4/5/2024," 2:04:57 PM",1,2919," S Elias Ct",Chicago,IL,"2919  S Elias Ct, Chicago , IL",41.84162195,-87.65649972614094,"2919 South Elias Court, Chicago, IL 60608, United States of America",,2919,South Elias Court,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621797,2921 S Elias Ct,4/5/2024," 2:05:10 PM",1,2921," S Elias Ct",Chicago,IL,"2921  S Elias Ct, Chicago , IL",41.8415773,-87.65642320820777,"2921 South Elias Court, Chicago, IL 60608, United States of America",,2921,South Elias Court,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621799,2923 S Elias Ct,4/5/2024," 2:05:22 PM",1,2923," S Elias Ct",Chicago,IL,"2923  S Elias Ct, Chicago , IL",41.84149755,-87.65639550590339,"2923 South Elias Court, Chicago, IL 60608, United States of America",,2923,South Elias Court,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621801,2929 S Elias Ct,4/5/2024," 2:05:37 PM",1,2929," S Elias Ct",Chicago,IL,"2929  S Elias Ct, Chicago , IL",41.84142055813953,-87.65644469767443,"2929 South Elias Court, Chicago, IL 60608, United States of America",,2929,South Elias Court,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621805,2931 S Elias Ct,4/5/2024," 2:05:50 PM",1,2931," S Elias Ct",Chicago,IL,"2931  S Elias Ct, Chicago , IL",41.84132555,-87.65626141051874,"2931 South Elias Court, Chicago, IL 60608, United States of America",,2931,South Elias Court,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621807,2933 S Elias Ct,4/5/2024," 2:06:03 PM",1,2933," S Elias Ct",Chicago,IL,"2933  S Elias Ct, Chicago , IL",41.841269999999994,-87.65617870017448,"2933 South Elias Court, Chicago, IL 60608, United States of America",,2933,South Elias Court,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621812,2935 S Elias Ct,4/5/2024," 2:06:16 PM",1,2935," S Elias Ct",Chicago,IL,"2935  S Elias Ct, Chicago , IL",41.841200900000004,-87.65610162538167,"2935 South Elias Court, Chicago, IL 60608, United States of America",,2935,South Elias Court,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621814,2945 S Elias Ct,4/5/2024," 2:06:29 PM",1,2945," S Elias Ct",Chicago,IL,"2945  S Elias Ct, Chicago , IL",41.8410189,-87.6559579980808,"2945 South Elias Court, Chicago, IL 60608, United States of America",,2945,South Elias Court,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621818,2953 S Elias Ct,4/5/2024," 2:06:42 PM",1,2953," S Elias Ct",Chicago,IL,"2953  S Elias Ct, Chicago , IL",41.84109739534884,-87.65616674418605,"2953 South Elias Court, Chicago, IL 60608, United States of America",,2953,South Elias Court,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621821,2955 S Elias Ct,4/5/2024," 2:06:57 PM",1,2955," S Elias Ct",Chicago,IL,"2955  S Elias Ct, Chicago , IL",41.84107046511628,-87.65614358139536,"2955 South Elias Court, Chicago, IL 60608, United States of America",,2955,South Elias Court,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621822,2957 S Elias Ct,4/5/2024," 2:07:10 PM",1,2957," S Elias Ct",Chicago,IL,"2957  S Elias Ct, Chicago , IL",41.84073185,-87.6556686404592,"2957 South Elias Court, Chicago, IL 60608, United States of America",,2957,South Elias Court,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621825,2959 S Elias Ct,4/5/2024," 2:07:23 PM",1,2959," S Elias Ct",Chicago,IL,"2959  S Elias Ct, Chicago , IL",41.840684100000004,-87.65562049170956,"2959 South Elias Court, Chicago, IL 60608, United States of America",,2959,South Elias Court,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621827,2961 S Elias Ct,4/5/2024," 2:07:37 PM",1,2961," S Elias Ct",Chicago,IL,"2961  S Elias Ct, Chicago , IL",41.8406346,-87.65557897267976,"2961 South Elias Court, Chicago, IL 60608, United States of America",,2961,South Elias Court,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621829,2963 S Elias Ct,4/5/2024," 2:07:50 PM",1,2963," S Elias Ct",Chicago,IL,"2963  S Elias Ct, Chicago , IL",41.8405854,-87.65553052255089,"2963 South Elias Court, Chicago, IL 60608, United States of America",,2963,South Elias Court,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621834,2967 S Elias Ct,4/5/2024," 2:08:03 PM",1,2967," S Elias Ct",Chicago,IL,"2967  S Elias Ct, Chicago , IL",41.8405203,-87.65547417267976,"2967 South Elias Court, Chicago, IL 60608, United States of America",,2967,South Elias Court,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621836,2985 S Lyman St,4/5/2024," 2:08:17 PM",1,2985," S Lyman St",Chicago,IL,"2985  S Lyman St, Chicago , IL",41.83986915,-87.65516376331166,"2985 South Lyman Street, Chicago, IL 60608, United States of America",,2985,South Lyman Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621841,2982 S Lyman St,4/5/2024," 2:08:30 PM",2,2982," S Lyman St",Chicago,IL,"2982  S Lyman St, Chicago , IL",41.84022445,-87.65538819989794,"2982 South Lyman Street, Chicago, IL 60608, United States of America",,2982,South Lyman Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621842,2989 S Lyman St,4/5/2024," 2:08:43 PM",1,2989," S Lyman St",Chicago,IL,"2989  S Lyman St, Chicago , IL",41.83980355,-87.65533193436764,"2989 South Lyman Street, Chicago, IL 60608, United States of America",,2989,South Lyman Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621847,2995 S Lyman St,4/5/2024," 2:08:59 PM",1,2995," S Lyman St",Chicago,IL,"2995  S Lyman St, Chicago , IL",41.83970215,-87.65546292892074,"2995 South Lyman Street, Chicago, IL 60608, United States of America",,2995,South Lyman Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621850,3017 S Throop St,4/5/2024," 2:09:13 PM",1,3017," S Throop St",Chicago,IL,"3017  S Throop St, Chicago , IL",41.839464750000005,-87.65037235878066,"3017 South Throop Street, Chicago, IL 60608, United States of America",,3017,South Throop Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621877,1139 W 31st St,4/5/2024," 2:09:25 PM",1,1139," W 31st St",Chicago,IL,"1139  W 31st St, Chicago , IL",41.83800158623951,-87.65556208482099,"1139 West 31st Street, Chicago, IL 60608, United States of America",,1139,West 31st Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621880,1249 W 31st St,4/5/2024," 2:09:38 PM",1,1249," W 31st St",Chicago,IL,"1249  W 31st St, Chicago , IL",41.8376964,-87.65792583268157,"1249 West 31st Street, Chicago, IL 60608, United States of America",,1249,West 31st Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621885,1251 W 31st St,4/5/2024," 2:09:52 PM",1,1251," W 31st St",Chicago,IL,"1251  W 31st St, Chicago , IL",41.83769695,-87.65805921830065,"1251 West 31st Street, Chicago, IL 60608, United States of America",,1251,West 31st Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621893,1257 W 31st St,4/5/2024," 2:10:05 PM",1,1257," W 31st St",Chicago,IL,"1257  W 31st St, Chicago , IL",41.837697,-87.65817985000001,"1257 West 31st Street, Chicago, IL 60608, United States of America",,1257,West 31st Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621903,1260 W 31st St,4/5/2024," 2:10:17 PM",1,1260," W 31st St",Chicago,IL,"1260  W 31st St, Chicago , IL",41.83805445,-87.65853719428937,"1260 West 31st Street, Chicago, IL 60608, United States of America",,1260,West 31st Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621906,3084 S Lock St,4/5/2024," 2:10:31 PM",3,3084," S Lock St",Chicago,IL,"3084  S Lock St, Chicago , IL",41.83798685,-87.65975465727513,"3084 South Lock Street, Chicago, IL 60608, United States of America",,3084,South Lock Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00621908,1340 W 31st St,4/5/2024," 2:10:44 PM",1,1340," W 31st St",Chicago,IL,"1340  W 31st St, Chicago , IL",41.838008200000004,-87.66019026175022,"1340 West 31st Street, Chicago, IL 60608, United States of America",,1340,West 31st Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
